epoch,acc,loss,val_acc,val_loss
0,0.299799999961853,2.0943809295654296,0.507,1.7632365692138672
1,0.638819999961853,1.4217968235778808,0.7546,1.031967562675476
2,0.770160000038147,0.8486654881286622,0.8254,0.6450734608650207
3,0.82406,0.6006914687728881,0.8597,0.4906161920070648
4,0.858619999961853,0.48375587958335875,0.8797,0.410351885175705
5,0.8788600000190735,0.41550287078857423,0.8998,0.3555889824867249
6,0.89256,0.3706139839172363,0.91,0.3195765119791031
7,0.902239999961853,0.3385163766002655,0.916,0.29536733717918395
8,0.9086,0.3138060566711426,0.9189,0.2739794887065887
9,0.914580000038147,0.2934662530708313,0.9242,0.2575241547346115
10,0.9190799999618531,0.2762162575817108,0.9288,0.2434825652241707
11,0.9232400000190735,0.2617075479030609,0.9311,0.2312422160744667
12,0.9273400000190735,0.24873966464042663,0.9355,0.22103430919647216
13,0.9299400000381469,0.23754385341644288,0.9401,0.20991748549938202
14,0.9334,0.22765298988342286,0.94,0.20267007719278335
15,0.9356,0.21844024527549744,0.9437,0.19406778038740158
16,0.9378399999809265,0.2100549501991272,0.9433,0.19057165894508363
17,0.9404000000190735,0.2025935783958435,0.9477,0.1822288714647293
18,0.941879999961853,0.1955877478504181,0.95,0.175330752491951
19,0.944760000038147,0.1892768872690201,0.9498,0.1719127778470516
